,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20180205,08시-10시,1,1,1,2,,,,1,1,1,,1,1,3,1,,,1,3,,,,1,2,,21,
20180205,10시-12시,,1,,,,,1,,,,,,,1,2,,,1,1,1,,1,,,,9,
20180205,12시-14시,,,,,,,,2,1,,2,,,1,,,,,1,1,,,,,,8,
20180205,14시-16시,,,,1,,,,,,,,,1,1,1,1,1,1,1,,,,,1,,9,
20180205,16시-18시,,1,,,,,1,,1,,,,,1,,1,,1,,,,1,1,,,8,
20180205,18시-20시,1,,,1,,2,,,2,1,1,1,1,1,1,,1,1,2,,,,,,,16,
20180205,20시-22시,1,,2,,,,,,,,,,,1,,,,1,1,,,,,1,,7,
20180205,22시-24시,1,2,,,1,,1,,,1,1,,,,,,,1,,,1,,1,1,1,12,
20180206,00시-02시,1,,,,,,,1,,1,,,,,1,1,,,,2,,,,1,,8,
20180206,02시-04시,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
20180206,04시-06시,,,,,,1,,,,,,,,,,,,,,,,,1,,,2,
20180206,06시-08시,1,,1,,,,,1,,2,1,,,,,1,,,,,,,,,,7,
20180206,08시-10시,,,1,,,2,1,1,1,2,1,,2,1,,1,,1,1,3,1,,1,1,1,22,
20180206,10시-12시,2,,2,,,,,1,,,1,,,1,,2,,,1,,,,,,,10,
20180206,12시-14시,1,,,,,1,,1,,1,1,,,2,1,2,1,,1,,,,1,,,13,
20180206,14시-16시,2,1,,1,1,2,,,,4,,,,,1,2,,,,,1,,,,1,16,
20180206,16시-18시,,,1,,,1,,,1,,1,1,2,,,,,,1,,,,,,,8,
20180206,18시-20시,,,,2,,1,1,,,,,2,2,1,1,,,,,,2,,,1,,13,
20180206,20시-22시,,,1,,2,,,,,1,1,,1,1,1,1,1,,,,1,,,,,11,
20180206,22시-24시,2,,,,,,,,,,,2,3,,,,,1,,1,1,1,,,,11,
20180207,00시-02시,,,1,1,1,,,,1,,2,2,,,,,,,2,,,,,,,10,
20180207,02시-04시,,,,,,,,,1,,1,,,,,1,,1,,,1,,,,1,6,
20180207,04시-06시,2,,1,,1,,,,,,,,,,,,,,,,1,,,,,5,
20180207,06시-08시,,1,,,1,2,1,,1,,,,,1,1,,,2,2,,,1,,,,13,
20180207,08시-10시,,1,,1,1,2,,,1,1,,,1,,,2,2,2,3,1,1,,,,,19,
20180207,10시-12시,,1,,,,,,1,,,,,,1,,,,,,,,,,2,,5,
20180207,12시-14시,,1,,,2,2,,1,,1,,,,,,1,,1,,1,2,1,,1,,14,
20180207,14시-16시,1,,,,1,,,,,1,1,,,1,,1,,,1,3,,,,,1,11,
20180207,16시-18시,,,,,,2,,,,1,,1,3,,,,1,1,1,,1,1,,1,,13,
20180207,18시-20시,,,,1,,1,1,,,1,,,2,1,2,2,1,1,2,,,2,,,,17,
20180207,20시-22시,,2,,1,1,,,,,,2,,1,1,,2,,1,1,1,1,,1,,,15,
20180207,22시-24시,2,,,1,1,,,,,,2,1,1,1,1,2,,,1,1,,,,,1,15,
20180208,00시-02시,,,,,,,,,,,,1,2,,,,,,,,,1,1,,1,6,
20180208,02시-04시,,,,,,1,,1,,,1,,,,,1,,,,,,,,,,4,
20180208,04시-06시,1,,,2,1,,,,,,,,,,,1,1,,,2,1,,,,,9,
20180208,06시-08시,,1,,1,,,2,,,1,1,,,1,1,,,,,,,1,,1,,10,
20180208,08시-10시,,,,1,3,,2,1,,1,2,,,2,1,,,1,3,,1,,2,,,20,
20180208,10시-12시,1,1,,1,,,1,1,,1,,,,,,,1,1,1,,1,2,3,1,,16,
20180208,12시-14시,,,,2,2,1,1,,1,1,,,1,,1,1,,1,,,,,1,,1,14,
20180208,14시-16시,,2,,,1,,1,,,,1,,2,,1,,1,2,,1,,2,1,,,15,
20180208,16시-18시,,,1,1,1,,,,,1,,1,,2,,,1,1,3,,,,,,,12,
20180208,18시-20시,1,,1,,1,1,,,,1,,,,,,,1,3,1,2,1,2,,1,,16,
20180208,20시-22시,,,,1,,,,1,,2,1,1,3,,,3,1,,,,,2,,2,,17,
20180208,22시-24시,1,1,1,,,1,,,1,1,,,2,,,2,1,,1,,1,3,2,,1,19,
20180209,00시-02시,,,3,,,3,,,1,,,,1,,1,,1,1,1,,,,1,1,,14,
20180209,02시-04시,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,,5,
20180209,04시-06시,,1,,,1,1,,,,,1,,,,,1,,,,,,,,,,5,
20180209,06시-08시,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
20180209,08시-10시,,,,,,1,,,,1,,,1,,,2,,,2,,,1,1,,,9,
20180209,10시-12시,,,,,,,,,1,,,,1,,,,,,2,1,1,,,,1,7,
20180209,12시-14시,,,,1,,,1,,,,,1,,,1,2,,,1,,,,,1,,8,
20180209,14시-16시,,,,1,,,,1,,,,1,1,1,1,1,,1,1,1,,,,,1,11,
20180209,16시-18시,,1,,1,1,,1,,,,1,,,2,,2,,2,,,1,1,1,,,14,
20180209,18시-20시,,,,,1,,2,1,,3,,1,1,,,1,,3,2,1,1,1,,,1,19,
20180209,20시-22시,1,,,,,,,,1,,3,1,,,1,6,,2,1,,2,,3,,1,22,
20180209,22시-24시,1,,,1,1,,,,1,5,1,,2,,,3,2,2,1,1,2,,1,,1,25,
20180210,00시-02시,,,,1,,,,1,1,,1,,1,,,1,,5,,1,,,1,,2,15,
20180210,02시-04시,,,2,,,,,,,,,,,3,,4,1,1,1,,,,,,,12,
20180210,04시-06시,2,,,,,,,,1,,1,,,,1,,1,,2,,,,,,1,9,
20180210,06시-08시,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,
20180210,08시-10시,,,,,1,,,,,,,,,1,,,1,,,,,,,,1,4,
20180210,10시-12시,,,,,1,,,1,,,,,1,1,1,,2,1,1,1,,,1,1,,12,
20180210,12시-14시,,,,,,,1,,,,,,,,,1,,1,,,2,,1,,,6,
20180210,14시-16시,,,,,,,,,,1,,1,,,,4,,,1,,1,1,,,,9,
20180210,16시-18시,,1,1,,,1,,1,,,,,,1,,,,,,1,,1,,1,,8,
20180210,18시-20시,1,,1,,1,1,,1,,,1,,,,1,1,,,,,1,,,1,,10,
20180210,20시-22시,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,5,
20180210,22시-24시,,,,,,,,2,,1,,,1,,1,,,,1,,,,,,1,7,
20180211,00시-02시,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,4,
20180211,02시-04시,,,1,1,,,,,,,1,,1,,2,1,,,1,,,,,,,8,
20180211,04시-06시,,,,1,,,,1,,,,,,1,,,,,,,,,,,,3,
20180211,06시-08시,,,,,,,1,,,,,,,,,,,,,,,,,,1,2,
20180211,08시-10시,,,,,,,,,,,1,,,,,,1,1,,,1,,,,1,5,
20180211,10시-12시,,,,,,,,1,,,,1,1,1,,,,,2,2,1,2,1,,,12,
20180211,12시-14시,,,,,1,,1,,,1,1,1,,,,,,,1,,,1,,,,7,
20180211,14시-16시,,,,1,1,,,,,,1,,,,,,1,1,,1,,,,,,6,
20180211,16시-18시,,,1,,,,,1,,,,1,,,,,,,,,,,1,1,,5,
20180211,18시-20시,,,,,1,,,,,1,,,1,,,,,,,,1,,3,1,,8,
20180211,20시-22시,1,1,,2,,,,,1,,1,,,,1,,,,1,,1,2,1,,,12,
20180211,22시-24시,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,4,
20180212,00시-02시,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,4,
20180212,02시-04시,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,
20180212,04시-06시,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,
20180212,08시-10시,,,,,1,,,1,,,,1,,,,5,,,,1,1,,,,,10,
20180212,10시-12시,,,,2,1,1,,,,1,,,2,,,,1,,,1,,1,,,,10,
20180212,12시-14시,,,,,,3,,,,,1,1,1,1,1,1,2,,3,,,2,,,,16,
20180212,14시-16시,,,,,2,1,,,,1,,,4,,2,3,,,,,1,2,,,1,17,
20180212,16시-18시,2,,,1,1,1,,,,1,1,,,1,,1,,1,1,2,1,,1,,1,16,
20180212,18시-20시,,1,,,1,,,1,,,2,1,1,,1,2,1,1,1,1,1,1,,1,1,18,
20180212,20시-22시,,2,2,,,1,,,,1,2,2,2,1,1,4,,,1,,,,2,,,21,
20180212,22시-24시,1,,,2,1,,,,,,,,,,,2,,1,1,,1,,,,1,10,
20180213,00시-02시,1,1,,,1,,,1,,2,,,,,1,3,,2,,,,,,,,12,
20180213,02시-04시,,,1,,,1,,,,,1,,1,,,,,,,1,,,,,,5,
20180213,04시-06시,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,5,
20180213,06시-08시,,,,,1,,,1,1,,,1,,,,,,1,,1,1,1,,,,8,
20180213,08시-10시,,,,,,,,1,1,,1,1,2,,1,,,,2,1,,,,,1,11,
20180213,10시-12시,,,1,,,,,,,,1,1,1,,,3,2,1,,,1,1,,,,12,
20180213,12시-14시,,,,,1,,,,,1,,,2,,,1,,2,2,2,1,,1,,,13,
20180213,14시-16시,,,1,,,1,,,,,2,,1,,,1,2,2,,,1,,,1,,12,
20180213,16시-18시,,2,,,2,,,,,,2,,3,1,1,1,,1,,1,3,1,,1,,19,
20180213,18시-20시,,,,1,3,,1,1,,2,,,,2,1,3,,,3,2,,2,,,,21,
20180213,20시-22시,,,,1,,1,,,,,,1,1,2,,1,,,1,,1,,,1,,10,
20180213,22시-24시,,,,1,,2,1,1,1,1,,2,1,1,,1,,,,,1,2,,1,,16,
20180214,00시-02시,,2,1,,,1,,1,1,1,1,,2,2,2,3,,1,1,1,1,1,1,2,,25,
20180214,02시-04시,2,1,3,,,,,,,2,,1,1,,,,,,,,,,,,,10,
20180214,04시-06시,,,2,,,,,,1,,,1,1,2,,1,,,,,,2,,,,10,
20180214,06시-08시,,,,,,2,,,1,,,1,1,,,,1,,1,,,1,1,,,9,
20180214,08시-10시,,1,1,,,1,,,1,,,,1,,,,,,,,1,,,,,6,
20180214,10시-12시,2,,,,1,,1,,,,,1,1,,,2,1,1,1,,,1,2,,1,15,
20180214,12시-14시,,,,,,,,1,1,,1,1,1,1,1,1,,1,,,1,,,1,1,12,
20180214,14시-16시,,1,,,3,,,,,,,1,1,2,1,1,,,1,,,,,,1,12,
20180214,16시-18시,,,1,2,1,,1,,,,1,1,1,,,1,,2,1,1,,,,1,,14,
20180214,18시-20시,1,,1,1,,,1,,,,,2,,1,,,2,,,1,2,1,,,,13,
20180214,20시-22시,1,,,,1,,,2,,1,,,1,,,,1,1,,,,3,1,1,,13,
20180214,22시-24시,,,,,,,,,1,,1,1,1,1,,,,,1,,,,,1,2,9,
20180215,00시-02시,,,2,,,1,,,,2,1,,,1,,,,,1,,,1,,,,9,
20180215,02시-04시,,1,,,,,,1,1,1,1,,,1,,2,1,1,,,,1,,,,11,
20180215,04시-06시,,,,,1,,,,1,,,1,,,,,,1,,,1,,,,1,6,
20180215,06시-08시,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,4,
20180215,08시-10시,,,,,,,,,,,,,,,1,,,,,,1,,,,,2,
20180215,10시-12시,,,,,1,,,1,,,1,,,,,,,,2,,,,,1,,6,
20180215,12시-14시,,,,,2,,,,,,,,,,2,,1,,,1,2,,,,,8,
20180215,14시-16시,,,,1,,,,,,,,,,,,,,1,,1,,,,,,3,
20180215,16시-18시,,1,,,1,,,,1,,,,,,,,,1,,,1,,,,,5,
20180215,18시-20시,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,4,
20180215,20시-22시,,1,,,,,,,1,,,,1,,,,,1,,,1,1,,2,1,9,
20180215,22시-24시,,,,,,,2,,,,,,1,,,,,,,,,,,,,3,
20180216,00시-02시,,,,,,1,,,,,,,1,,,,,,1,,,,,,,3,
20180216,02시-04시,,,,,,,,,,,,,,,,,,,,,,,,2,,2,
20180216,04시-06시,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
20180216,06시-08시,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,4,
20180216,08시-10시,,,1,,,,,,,,,,1,,,,,,,,,,1,,,3,
20180216,10시-12시,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,
20180216,12시-14시,,,,,,,,,,1,,,2,,,1,1,,,,,,,1,1,7,
20180216,14시-16시,,,,,,1,,,1,,,,,,,1,,1,1,,,1,,1,,7,
20180216,16시-18시,,,,1,1,,,2,1,,1,,,,,,,,1,,,,,,2,9,
20180216,18시-20시,,,,,,,,,,,1,,,,,,,,,,1,,,,,2,
20180216,20시-22시,,1,1,,,,,,,1,1,,,,,,,,,,,1,,1,,6,
20180216,22시-24시,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,6,
20180217,00시-02시,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,
20180217,02시-04시,,,,,,,,,,,,,1,,,,,1,,,,,,1,,3,
20180217,04시-06시,,,,,,,,,,1,,,,,1,,,,,,,,,,,2,
20180217,06시-08시,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,
20180217,08시-10시,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
20180217,10시-12시,,,,,,,,,,,,1,,,,,1,,,,,,1,,,3,
20180217,12시-14시,,,,,1,,,,1,,,,,,,,,2,,,,1,,,,5,
20180217,14시-16시,,,,,,,,,,,1,,,,,,,,,1,,,,,,2,
20180217,16시-18시,,,,,,,,,,,,1,1,,,,,2,,,,,,2,,6,
20180217,18시-20시,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,4,
20180217,20시-22시,,,1,,,,,,,,,1,1,,,,,1,,,,,1,,,5,
20180217,22시-24시,,,,,,,,,,1,,,,,1,,,1,,,,,,,,3,
20180218,00시-02시,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,4,
20180218,02시-04시,,,1,,,,,,,2,,,,,,,1,1,,,1,,1,,,7,
20180218,04시-06시,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,
20180218,06시-08시,,,,,,,,,,1,,,,,1,,,,,,,,,,,2,
20180218,08시-10시,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
20180218,10시-12시,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
20180218,12시-14시,,,1,,1,,,,1,2,,,,,,,,1,,,,,,,,6,
20180218,14시-16시,,,,,,,,,,,,1,,,,,1,,,,2,,,,1,5,
20180218,16시-18시,,,,,,,,,1,,,,,,,,1,,,,1,,,,,3,
20180218,18시-20시,,1,,,,,,1,,,,,,,,,,,,,,1,,1,,4,
20180218,20시-22시,,,1,,,,1,,,,,,1,,,1,,1,,2,,,,,,7,
20180218,22시-24시,,,,,,,,,,,,1,,,,,,,1,,,,1,,,3,
20180219,00시-02시,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
20180219,02시-04시,,,,,,,,,,1,,,1,,,1,1,,,,,,,,1,5,
20180219,04시-06시,1,,,1,1,,,,,,1,,,,,,,,1,,,,,,,5,
20180219,06시-08시,,1,,,,,,,,,,,,,,2,1,,,,1,,,,,5,
20180219,08시-10시,,,,,1,,,,1,,2,,,,,1,,,,,1,,,,,6,
20180219,10시-12시,,,,,,,,,1,,,,1,,1,1,,,,,,1,,,,5,
20180219,12시-14시,,,,,,,,,,,,,,,,1,,1,,,,,2,,,4,
20180219,14시-16시,,,,,,2,,,2,,1,,1,,,1,,,,,,,1,,,8,
20180219,16시-18시,,,,,,,,1,,,1,,,1,,,,,1,,,2,,,,6,
20180219,18시-20시,,,,,3,1,1,,,,1,,,1,,2,1,1,,1,,,,2,,14,
20180219,20시-22시,1,1,,,,,,,,,1,,1,,,4,1,1,,1,,1,,1,1,14,
20180219,22시-24시,2,1,,3,1,,,1,,1,,,2,,,1,,,1,1,,,1,,,15,
20180220,00시-02시,,,,,,1,,,,,1,,,,,,,1,3,,1,,,,,7,
20180220,02시-04시,,,,,,1,,,,,,,,,,,,,,,,4,,2,,7,
20180220,04시-06시,,,,,,,,,,1,,,,,,1,,1,,,,2,,,,5,
20180220,06시-08시,,,,,1,,,,,,1,,,,,3,,3,2,2,,,1,,,13,
20180220,08시-10시,1,,1,,1,,1,1,,1,,,1,,,1,,,,,,,,,,8,
20180220,10시-12시,,,,,,,,,,,1,,1,,1,,1,,,1,,1,,,,6,
20180220,12시-14시,,1,,,,,,,,,,,,,,,,,2,,,1,,,,4,
20180220,14시-16시,,,,,,1,,,,,,,2,,1,1,,,,1,,,1,,,7,
20180220,16시-18시,,,,,,,,1,1,,,1,1,1,,,,1,1,,2,,,,,9,
20180220,18시-20시,,,1,,,,,,,1,,,,1,1,,,2,,1,,,2,,,9,
20180220,20시-22시,,,,,,,,1,,1,1,,1,,1,1,1,1,1,,,,,,,9,
20180220,22시-24시,,,,,1,,,,,,,,,,,1,,1,1,,,,,1,,5,
20180221,00시-02시,,,,,,,,,,1,,,,,,,,,2,,,,,,,3,
20180221,02시-04시,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,
20180221,04시-06시,,,,,1,,,,,,,,,,,,1,,,1,,,,,,3,
20180221,06시-08시,,,1,,,,,,1,,,1,,,,1,1,,1,,,,1,,,7,
20180221,08시-10시,,,,1,,1,,,,1,,,,1,,1,,,,,,,,,,5,
20180221,10시-12시,,1,1,,,,,,,,,,,,,1,,,1,,,,,1,1,6,
20180221,12시-14시,,,,,1,,,,,,,,,1,1,1,1,2,1,,,,,,,8,
20180221,14시-16시,,,,,,,,1,,2,,1,1,1,,,,,1,,,,,2,2,11,
20180221,16시-18시,,,1,,1,1,,,,1,,,1,,1,,,,,,1,,,1,1,9,
20180221,18시-20시,,,,1,1,,,1,1,1,2,,1,,,2,,1,,,1,1,,1,,14,
20180221,20시-22시,,1,,,,,,,1,1,1,,1,,,,,,,,,,,,,5,
20180221,22시-24시,,1,1,,1,1,,1,,1,1,,1,,,,,1,,1,,,,1,,11,
20180222,00시-02시,,,,,,2,,1,3,,,,,,,,,,,,,,2,,,8,
20180222,02시-04시,,,,,,,,,,,1,,1,,,,,,1,,,,,1,1,5,
20180222,04시-06시,,1,,,,,,,,,,1,,,,,,1,,,,,,,,3,
20180222,06시-08시,,,1,,,,,,,,,,,,,1,1,,,,,,,,,3,
20180222,08시-10시,1,,1,,1,,2,,,,,,1,1,1,,,2,1,,,,1,,,12,
20180222,10시-12시,,1,,1,1,,,,,1,1,,,1,,,,,1,,,,,1,,8,
20180222,12시-14시,,1,2,2,,1,,,,,1,,1,,2,,,,1,,1,,,,,12,
20180222,14시-16시,,,1,,,,1,,,,,,,,,2,,,1,,1,1,1,,,8,
20180222,16시-18시,,,,1,,,,,,,1,,1,,,1,,1,,,1,,,,,6,
20180222,18시-20시,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,4,
20180222,20시-22시,,1,,,1,1,,1,,,,,2,1,,1,1,,,,1,,,1,,11,
20180222,22시-24시,1,,,,,,,,,2,,,,1,,2,,,,1,,1,,1,,9,
20180223,00시-02시,1,1,1,1,,1,1,,,,,1,1,,,1,1,,2,2,,,,1,,15,
20180223,02시-04시,,1,1,,,,,,,,,,,,,2,,,,1,,1,,,,6,
20180223,04시-06시,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,
20180223,06시-08시,,1,1,,1,1,,,,1,1,1,,,,,,2,,,2,,,,,11,
20180223,08시-10시,,,,,,,1,2,1,,,1,,,1,,1,1,,1,,,,,,9,
20180223,10시-12시,,,,,,,,,,3,,1,,1,,,,,1,,2,,,,1,9,
20180223,12시-14시,,1,1,,,,,,1,1,,,1,,1,2,,1,,,,1,,1,1,12,
20180223,14시-16시,1,,1,,,,,,,,,1,,,,1,,1,,,,1,1,,,7,
20180223,16시-18시,2,2,,,,,,,1,,,1,,,,,,,2,,2,2,1,,,13,
20180223,18시-20시,,,,,3,,1,,1,,,1,1,,1,1,,,2,,,,,,,11,
20180223,20시-22시,,,1,1,1,,,,1,1,1,,1,,,,,2,,,,,1,1,,11,
20180223,22시-24시,,,2,1,,,,1,,1,1,,1,,3,3,1,1,,,,,1,,,16,
20180224,00시-02시,,,,1,2,,,,,1,,,1,,,1,,2,,,1,,2,,,11,
20180224,02시-04시,,1,,,,,,1,,1,,1,1,,,,,,,,,,,1,,6,
20180224,04시-06시,,,,,1,1,,,,1,1,1,,2,,2,,,,,2,,,,,11,
20180224,06시-08시,,,1,,1,,,,,,1,,,,1,1,,,,,,1,,,,6,
20180224,08시-10시,,,,,,1,,,,,,,1,,1,1,,,,,,,,1,,5,
20180224,10시-12시,,,1,1,,,,1,,,,,1,,,2,,,2,1,,,,,,9,
20180224,12시-14시,,,,,1,,,,,,1,,,,1,1,,,,,1,,,,,5,
20180224,14시-16시,,1,,,,,,1,,1,,1,2,,,,,,,,,,1,,,7,
20180224,16시-18시,,1,,1,,,,,1,,,1,1,,,,,,2,2,,,,,,9,
20180224,18시-20시,,,,,,,,,,,1,,1,,1,,1,,,,1,,,,,5,
20180224,20시-22시,,1,,,1,,,,,,,,1,,,,,,1,,,,,1,,5,
20180224,22시-24시,,,,,,1,,,1,,,1,,,,,,1,2,,,1,,,,7,
20180225,00시-02시,,,,,,1,,,,2,1,1,,,1,,1,,,1,1,,,,,9,
20180225,02시-04시,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,4,
20180225,04시-06시,,,,,,,,,1,,,,1,1,,,,,,,,,,3,,6,
20180225,06시-08시,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,4,
20180225,08시-10시,,,,,,,,,,1,,,,,,1,,,1,,,,,,,3,
20180225,10시-12시,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,
20180225,12시-14시,1,,,,2,1,,,,,,,,,,,,1,,,,,,,,5,
20180225,14시-16시,1,,,,2,,1,,,,,,1,,1,,,,,,1,,,,1,8,
20180225,16시-18시,,,,,,,,,,,1,,,1,1,,,,1,,,1,,,,5,
20180225,18시-20시,,,,,,,,,,,1,,1,2,,,,1,,,1,,,,,6,
20180225,20시-22시,,,,,1,,1,,,1,,,,1,,,2,,,,,1,,,,7,
20180225,22시-24시,,,2,,,,,,,,,1,,,,,,1,,,,,,,,4,
20180226,00시-02시,,,,,,,,,,1,,1,,,,,,,,,,1,,,,3,
20180226,02시-04시,,,,,,,,,,,,1,1,,,1,,,,,,,,,,3,
20180226,04시-06시,,,,,,,,,,2,,,,1,1,1,,,,,,,,,,5,
20180226,06시-08시,,,,1,,,,,,2,,1,,2,,,,1,,1,,,,1,,9,
20180226,08시-10시,1,,1,,1,,,1,,,,,1,2,1,1,,,2,,,,1,,,12,
20180226,10시-12시,1,1,,,,,,1,,,,,1,1,1,,1,,1,,2,,,,,10,
20180226,12시-14시,1,,1,1,1,,,1,,,,,1,,,2,,,,1,,,1,,1,11,
20180226,14시-16시,,,,,1,,,,,1,,2,,,1,,3,2,2,,1,,,1,1,15,
20180226,16시-18시,,,,1,,,,,,,,2,1,,1,2,1,,,,,,,2,,10,
20180226,18시-20시,,1,,1,1,,,,1,1,,,1,,,1,,3,1,1,,,,,1,13,
20180226,20시-22시,,1,1,,,,,,1,,,,1,,,,,,1,1,,,,,,6,
20180226,22시-24시,,1,1,,,,,,,,,,,,1,,,1,,1,,,,,,5,
20180227,00시-02시,1,,1,1,,,,,,,,,1,,1,1,,,,1,,2,,,1,10,
20180227,02시-04시,,,,,,1,,,,,,,,,,1,,,1,,,,,,,3,
20180227,04시-06시,,1,,,,,,,,,2,,,,,,,1,,,,,1,,,5,
20180227,06시-08시,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
20180227,08시-10시,,,1,,,,,,1,,,,1,,,1,,1,,,,,,,,5,
20180227,10시-12시,,,,1,1,,1,1,,,,,,,,1,1,,1,,,2,,,2,11,
20180227,12시-14시,,,,1,1,,,,,,,,,,,,,,,,,,1,,,3,
20180227,14시-16시,,1,,,,,,,,,,2,,,,,,1,,,1,2,,1,,8,
20180227,16시-18시,,,1,,2,,1,,,,,,,1,,,1,3,,,,,,,,9,
20180227,18시-20시,,1,,,,,,,1,,,,,1,,,,1,1,,1,,,,,6,
20180227,20시-22시,1,2,,,1,,,1,,1,,1,,,1,,,,1,2,2,2,1,,1,17,
20180227,22시-24시,,,,,,1,1,1,1,,2,,1,,,2,1,2,1,2,1,,,,1,17,
20180228,00시-02시,,,,,,,,,,,,,,,,2,,,1,,,,,,,3,
20180228,02시-04시,,1,1,1,1,1,,,,,,,,,,1,,,1,,,,,,,7,
20180228,04시-06시,,,2,,,1,,,,,,,,,,,,,,,,,,,,3,
20180228,06시-08시,1,,1,,,1,,,,1,,1,,,,,,2,,,,,,,,7,
20180228,08시-10시,,1,,,,1,,1,,,2,2,,,,,,1,,,,1,,,,9,
20180228,10시-12시,,2,,,1,1,,,1,,,,2,,2,1,,,,,1,,,,,11,
20180228,12시-14시,,,3,,,,,,,,,1,1,,,2,,3,1,,,1,,1,1,14,
20180228,14시-16시,1,,,,,,1,1,,,1,,,,2,,1,2,1,,,,,1,,11,
20180228,16시-18시,,,,1,,1,,,,1,,,2,,1,,1,1,2,,3,,,,,13,
20180228,18시-20시,3,,,,,,1,,1,,,,2,,,2,2,5,,1,1,,,,,18,
20180228,20시-22시,,3,,1,,2,,1,,2,2,1,,,2,1,2,4,,,1,,1,,,23,
20180228,22시-24시,1,,,,1,1,,,,,,1,,,,,1,3,,,1,,1,,,10,
20180301,00시-02시,,,,,,,1,,2,,1,2,1,1,,3,1,2,,1,,2,,2,,19,
20180301,02시-04시,,,2,,,,,,,1,,,,,1,,,2,2,2,,,1,,1,12,
20180301,04시-06시,,,,,,1,,1,1,,2,1,,,,1,,,,,,,1,,,8,
20180301,06시-08시,,,1,,3,,,,1,,,,,,,,,,,,,,,,,5,
20180301,08시-10시,,,,,,1,,,,,,,,,,,,1,1,,,,,,,3,
20180301,10시-12시,,,,,,,,1,,,,,,,2,,,,,,,,,1,,4,
20180301,12시-14시,2,,,,,,1,,,1,,,,,,,,1,,,,1,,1,,7,
20180301,14시-16시,,,,1,,,,1,,,1,1,1,,1,1,,1,1,1,1,1,,,,12,
20180301,16시-18시,,1,,1,1,1,1,1,3,,,,,,,1,1,,,,,,,,,11,
20180301,18시-20시,,1,,1,1,,1,1,4,,,,1,,,1,,,1,,,1,,,,13,
20180301,20시-22시,,1,,,,,,,3,,1,,,,2,,,1,1,,,,,,,9,
20180301,22시-24시,1,,,,,,,,,,,1,,,,2,,,,,,,,,1,5,
20180302,00시-02시,,,,,,,,1,1,,,,1,,1,,,,,,1,1,,1,,7,
20180302,04시-06시,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,4,
20180302,06시-08시,2,,,1,,,,,,,,,,,,1,,1,,,,,,,,5,
20180302,08시-10시,,1,,,1,,1,,1,1,,,,1,1,1,,2,,,,,,,,10,
20180302,10시-12시,1,,,,1,,,,,1,1,1,2,,,1,1,,,,,,,1,,10,
20180302,12시-14시,,1,,1,,4,,,,,,,1,,,1,1,,3,,3,1,,,1,17,
20180302,14시-16시,,,,1,2,1,,1,1,2,,,,,,1,,,2,1,1,,,,,13,
20180302,16시-18시,,1,,2,,1,2,1,1,,,,2,1,,1,,,,1,,,,1,1,15,
